customer_id,recency,frequency,monetory,segment
CS1813,21-11-2014,25,1757,P0
CS1814,30-10-2014,21,1462,P0
CS1815,05-02-2015,14,959,P2
CS1816,09-02-2015,22,1723,P0
CS1817,26-02-2015,18,1315,P0
CS1818,25-02-2015,22,1674,P0
CS1819,07-02-2015,26,1867,P0
CS1820,31-01-2015,25,1898,P0
CS1821,01-08-2014,20,1418,P0
CS1822,16-02-2015,13,921,P2
CS1823,04-02-2015,16,1198,P0
CS1824,08-03-2015,17,1271,P0
CS1825,03-03-2015,23,1734,P0
CS1826,03-01-2015,15,1072,P0
CS1827,04-03-2015,24,1680,P0
CS1828,26-01-2015,16,1154,P0
CS1829,26-02-2015,19,1454,P0
CS1830,08-12-2014,17,1175,P0
CS1831,02-03-2015,26,1759,P0
CS1832,03-12-2014,25,1796,P0
CS1833,08-01-2015,18,1139,P0
CS1834,05-01-2014,13,787,P2
CS1835,03-02-2015,19,1389,P0
CS1836,26-06-2014,26,1905,P0
CS1837,02-02-2015,19,1469,P0
CS1838,06-03-2015,21,1409,P0
CS1839,03-10-2014,16,1123,P0
CS1840,04-02-2015,19,1183,P0
CS1841,03-03-2015,17,1110,P0
CS1842,13-03-2015,21,1568,P0
CS1843,14-03-2015,20,1432,P0
CS1844,26-02-2015,22,1452,P0
CS1845,20-07-2014,13,938,P2
CS1846,20-12-2014,26,1812,P0
CS1847,25-01-2015,22,1576,P0
CS1848,26-12-2014,17,1279,P0
CS1849,07-03-2015,11,716,P2
CS1850,09-03-2015,24,1908,P0
CS1851,14-02-2015,21,1444,P0
CS1852,04-12-2014,14,1020,P2
CS1853,11-01-2015,17,1212,P0
CS1854,27-11-2014,22,1686,P0
CS1855,29-11-2014,19,1256,P0
CS1856,28-02-2015,17,1063,P0
CS1857,09-03-2015,25,1717,P0
CS1858,08-01-2015,21,1389,P0
CS1859,10-02-2015,19,1198,P0
CS1860,09-03-2015,16,1062,P0
CS1861,08-03-2015,20,1376,P0
CS1862,29-12-2014,24,1634,P0
CS1863,09-02-2015,23,1635,P0
CS1864,25-02-2015,27,1992,P0
CS1865,10-12-2014,31,2245,P0
CS1866,23-11-2014,25,1890,P0
CS1867,09-01-2015,20,1271,P0
CS1868,09-01-2015,16,1048,P0
CS1869,05-02-2015,14,868,P2
CS1870,01-02-2015,24,1472,P0
CS1871,26-10-2014,20,1449,P0
CS1872,23-02-2015,20,1416,P0
CS1873,20-01-2015,16,1128,P0
CS1874,02-03-2015,16,1054,P0
CS1875,20-02-2015,19,1481,P0
CS1876,18-02-2015,21,1491,P0
CS1877,14-12-2014,25,1681,P0
CS1878,12-11-2014,23,1775,P0
CS1879,23-01-2015,18,1160,P0
CS1880,07-11-2014,18,1278,P0
CS1881,09-10-2014,13,902,P2
CS1882,19-01-2015,9,673,P2
CS1883,25-01-2015,15,1117,P0
CS1884,08-02-2015,13,802,P2
CS1885,14-03-2015,24,1781,P0
CS1886,30-11-2014,18,1157,P0
CS1887,12-01-2015,19,1506,P0
CS1888,05-02-2015,23,1739,P0
CS1889,27-02-2015,11,717,P2
CS1890,03-03-2015,23,1591,P0
CS1891,11-05-2014,14,927,P2
CS1892,30-01-2015,18,1334,P0
CS1893,24-12-2014,19,1262,P0
CS1894,03-03-2015,21,1456,P0
CS1895,06-11-2014,19,1357,P0
CS1896,26-09-2014,12,874,P2
CS1897,02-01-2015,21,1491,P0
CS1898,28-12-2014,19,1470,P0
CS1899,20-02-2015,11,729,P2
CS1900,19-11-2014,24,1737,P0
CS1901,01-10-2014,22,1620,P0
CS1902,13-02-2015,15,1109,P0
CS1903,10-03-2015,25,1826,P0
CS1904,14-11-2014,18,1275,P0
CS1905,02-03-2015,24,1551,P0
CS1906,12-02-2015,28,2012,P0
CS1907,14-01-2015,20,1423,P0
CS1908,01-12-2014,27,1833,P0
CS1909,03-03-2015,17,1255,P0
CS1910,01-01-2015,16,1142,P0
CS1911,05-03-2015,24,1667,P0
CS1912,14-03-2015,23,1510,P0
CS1913,13-02-2015,16,959,P2
CS1914,19-02-2015,18,1254,P0
CS1915,15-09-2014,6,497,P2
CS1916,08-03-2015,23,1700,P0
CS1917,23-11-2014,17,1028,P0
CS1918,17-10-2014,13,871,P2
CS1919,18-03-2014,20,1256,P0
CS1920,26-01-2015,28,1939,P0
CS1921,24-01-2015,26,2011,P0
CS1922,24-01-2015,20,1418,P0
CS1923,29-12-2014,30,2130,P0
CS1924,14-02-2015,25,1774,P0
CS1925,12-03-2015,28,2000,P0
CS1926,19-11-2014,22,1511,P0
CS1927,25-11-2014,19,1220,P0
CS1928,09-03-2015,14,798,P2
CS1929,31-01-2015,16,1095,P0
CS1930,10-12-2014,22,1559,P0
CS1931,08-11-2014,19,1236,P0
CS1932,24-10-2014,21,1538,P0
CS1933,30-01-2015,23,1568,P0
CS1934,31-01-2015,18,1262,P0
CS1935,31-01-2015,21,1517,P0
CS1936,24-12-2014,15,1080,P0
CS1937,29-11-2014,18,1231,P0
CS1938,21-02-2015,22,1636,P0
CS1939,20-09-2014,19,1297,P0
CS1940,07-07-2014,25,1800,P0
CS1941,02-03-2015,15,1044,P0
CS1942,17-12-2014,18,1308,P0
CS1943,10-03-2015,20,1459,P0
CS1944,27-02-2015,20,1399,P0
CS1945,25-01-2015,21,1527,P0
CS1946,06-03-2015,22,1581,P0
CS1947,18-12-2014,20,1400,P0
CS1948,21-01-2015,17,1230,P0
CS1949,21-01-2015,26,1989,P0
CS1950,15-03-2015,23,1853,P0
CS1951,22-11-2014,20,1331,P0
CS1952,10-12-2014,18,1397,P0
CS1953,07-03-2015,20,1534,P0
CS1954,11-03-2015,21,1549,P0
CS1955,12-02-2015,20,1361,P0
CS1956,27-08-2014,16,1131,P0
CS1957,07-01-2015,23,1698,P0
CS1958,29-11-2014,16,987,P2
CS1959,15-11-2014,22,1537,P0
CS1960,06-03-2015,19,1424,P0
CS1961,19-02-2015,15,1102,P0
CS1962,13-07-2014,14,1062,P2
CS1963,09-03-2015,19,1352,P0
CS1964,01-03-2015,24,1499,P0
CS1965,04-11-2014,17,1182,P0
CS1966,23-02-2015,16,1159,P0
CS1967,05-02-2015,18,1279,P0
CS1968,04-03-2015,22,1429,P0
CS1969,04-02-2015,29,1851,P0
CS1970,12-03-2015,15,1133,P0
CS1971,05-02-2015,16,1130,P0
CS1972,18-02-2015,22,1630,P0
CS1973,08-11-2014,10,664,P2
CS1974,19-09-2014,21,1447,P0
CS1975,21-12-2014,27,1974,P0
CS1976,15-03-2015,14,1036,P2
CS1977,26-02-2015,18,1299,P0
CS1978,31-12-2014,31,2220,P0
CS1979,12-11-2014,17,1145,P0
CS1980,27-02-2015,22,1583,P0
CS1981,09-03-2015,17,1298,P0
CS1982,20-02-2015,32,2354,P0
CS1983,23-07-2014,15,1070,P0
CS1984,13-05-2014,15,1043,P0
CS1985,20-01-2015,20,1411,P0
CS1986,15-02-2015,17,1148,P0
CS1987,10-02-2015,24,1720,P0
CS1988,10-03-2015,23,1569,P0
CS1989,07-03-2015,19,1286,P0
CS1990,22-01-2015,18,1276,P0
CS1991,15-03-2015,22,1677,P0
CS1992,13-02-2015,18,1408,P0
CS1993,22-09-2014,19,1164,P0
CS1994,09-11-2014,16,1115,P0
CS1995,30-09-2014,23,1490,P0
CS1996,17-01-2015,28,2038,P0
CS1997,01-11-2014,17,1153,P0
CS1998,23-02-2015,25,1779,P0
CS1999,09-03-2015,14,1002,P2
CS2000,07-01-2015,21,1395,P0
CS2001,11-11-2014,21,1280,P0
CS2002,23-01-2015,19,1419,P0
CS2003,04-01-2015,24,1687,P0
CS2004,01-02-2015,20,1444,P0
CS2005,15-02-2015,24,1662,P0
CS2006,06-01-2015,15,1114,P0
CS2007,22-01-2015,18,1331,P0
CS2008,05-03-2015,21,1442,P0
CS2009,11-03-2015,12,943,P2
CS2010,27-11-2014,17,1076,P0
CS2011,17-10-2013,14,1078,P2
CS2012,27-11-2014,11,862,P2
CS2013,20-01-2015,18,1177,P0
CS2014,03-03-2015,11,871,P2
CS2015,15-12-2014,21,1542,P0
CS2016,11-12-2014,21,1595,P0
CS2017,28-09-2014,20,1286,P0
CS2018,11-02-2015,19,1404,P0
CS2019,03-03-2015,19,1390,P0
CS2020,06-11-2014,18,1331,P0
CS2021,05-07-2014,16,1211,P0
CS2022,15-02-2015,26,1981,P0
CS2023,21-01-2015,17,1212,P0
CS2024,25-09-2014,17,1176,P0
CS2025,25-12-2014,17,1252,P0
CS2026,14-03-2015,28,1907,P0
CS2027,13-03-2015,25,1648,P0
CS2028,24-12-2014,14,891,P2
CS2029,30-10-2014,17,1046,P0
CS2030,20-02-2015,25,1674,P0
CS2031,07-02-2015,24,1737,P0
CS2032,24-10-2014,19,1289,P0
CS2033,31-08-2014,9,571,P2
CS2034,28-08-2014,21,1447,P0
CS2035,26-02-2015,19,1344,P0
CS2036,01-02-2015,26,1827,P0
CS2037,19-07-2014,24,1663,P0
CS2038,26-01-2015,21,1523,P0
CS2039,06-02-2015,18,1302,P0
CS2040,15-03-2015,22,1347,P0
CS2041,12-08-2014,20,1301,P0
CS2042,21-01-2015,23,1643,P0
CS2043,06-01-2015,21,1420,P0
CS2044,01-02-2015,20,1219,P0
CS2045,09-01-2015,20,1460,P0
CS2046,09-03-2015,13,987,P2
CS2047,15-02-2015,23,1611,P0
CS2048,24-02-2015,22,1677,P0
CS2049,12-11-2014,22,1447,P0
CS2050,04-03-2015,17,1188,P0
CS2051,09-12-2014,20,1585,P0
CS2052,27-02-2015,22,1626,P0
CS2053,04-03-2015,20,1494,P0
CS2054,30-01-2015,15,1074,P0
CS2055,03-02-2015,29,1983,P0
CS2056,22-01-2015,23,1577,P0
CS2057,23-02-2015,17,1238,P0
CS2058,05-03-2015,26,1776,P0
CS2059,23-11-2014,25,1806,P0
CS2060,21-11-2014,18,1089,P0
CS2061,13-03-2015,22,1615,P0
CS2062,28-10-2014,13,795,P2
CS2063,17-11-2014,16,1091,P0
CS2064,05-11-2014,16,1111,P0
CS2065,07-03-2015,17,1069,P0
CS2066,23-10-2014,15,975,P2
CS2067,25-09-2014,20,1341,P0
CS2068,23-01-2015,15,1073,P0
CS2069,02-12-2014,21,1397,P0
CS2070,17-02-2015,19,1354,P0
CS2071,21-02-2015,16,1147,P0
CS2072,09-03-2015,24,1712,P0
CS2073,09-02-2015,21,1511,P0
CS2074,15-03-2015,17,1241,P0
CS2075,11-01-2015,17,1135,P0
CS2076,06-01-2015,15,1019,P0
CS2077,08-03-2015,12,683,P2
CS2078,03-01-2015,20,1498,P0
CS2079,02-12-2014,23,1576,P0
CS2080,08-01-2015,18,1250,P0
CS2081,27-02-2015,25,1749,P0
CS2082,24-11-2014,15,977,P2
CS2083,22-02-2015,26,1632,P0
CS2084,24-02-2015,18,1257,P0
CS2085,24-09-2014,25,1668,P0
CS2086,06-03-2015,28,2071,P0
CS2087,23-02-2015,15,1063,P0
CS2088,10-02-2014,9,612,P2
CS2089,09-02-2015,22,1598,P0
CS2090,09-10-2014,13,939,P2
CS2091,06-12-2014,24,1783,P0
CS2092,28-01-2015,19,1387,P0
CS2093,28-01-2015,20,1298,P0
CS2094,15-01-2015,21,1406,P0
CS2095,03-03-2015,27,1931,P0
CS2096,01-03-2015,16,1136,P0
CS2097,08-03-2015,15,1031,P0
CS2098,05-01-2015,24,1760,P0
CS2099,18-12-2014,14,1034,P2
CS2100,10-11-2014,18,1227,P0
CS2101,13-01-2015,19,1194,P0
CS2102,12-07-2014,19,1356,P0
CS2103,09-02-2015,17,1269,P0
CS2104,05-02-2015,25,1726,P0
CS2105,25-05-2014,15,963,P2
CS2106,18-02-2015,17,1271,P0
CS2107,16-03-2015,14,1047,P2
CS2108,02-02-2015,16,1106,P0
CS2109,09-02-2015,26,1836,P0
CS2110,13-11-2014,17,1098,P0
CS2111,26-02-2015,21,1518,P0
CS2112,14-03-2015,19,1344,P0
CS2113,10-03-2015,27,1892,P0
CS2114,07-02-2015,16,1050,P0
CS2115,05-02-2015,24,1807,P0
CS2116,12-02-2015,27,1744,P0
CS2117,19-02-2015,30,2020,P0
CS2118,03-08-2014,16,1079,P0
CS2119,09-01-2015,24,1775,P0
CS2120,11-10-2014,15,948,P2
CS2121,13-02-2015,18,1205,P0
CS2122,23-02-2015,23,1648,P0
CS2123,04-12-2014,21,1547,P0
CS2124,30-04-2014,15,1027,P0
CS2125,08-11-2014,19,1368,P0
CS2126,13-02-2015,15,1093,P0
CS2127,05-03-2015,29,2072,P0
CS2128,05-02-2015,27,1766,P0
CS2129,28-02-2015,21,1395,P0
CS2130,26-01-2015,26,1853,P0
CS2131,12-09-2014,12,885,P2
CS2132,07-12-2014,14,973,P2
CS2133,01-01-2015,14,902,P2
CS2134,07-01-2015,19,1238,P0
CS2135,28-02-2015,27,2036,P0
CS2136,16-01-2015,13,861,P2
CS2137,13-03-2015,25,1686,P0
CS2138,26-01-2015,23,1710,P0
CS2139,02-02-2015,21,1608,P0
CS2140,02-01-2015,27,1978,P0
CS2141,16-03-2015,17,1080,P0
CS2142,12-02-2015,23,1733,P0
CS2143,14-02-2015,15,1187,P0
CS2144,07-08-2014,10,597,P2
CS2145,06-03-2015,20,1379,P0
CS2146,30-12-2014,22,1433,P0
CS2147,24-02-2015,14,853,P2
CS2148,01-01-2015,22,1495,P0
CS2149,28-02-2015,23,1586,P0
CS2150,28-08-2014,18,1089,P0
CS2151,19-02-2015,16,1153,P0
CS2152,28-01-2015,13,928,P2
CS2153,04-03-2015,21,1550,P0
CS2154,08-09-2014,18,1279,P0
CS2155,03-01-2015,16,1087,P0
CS2156,10-03-2015,15,941,P2
CS2157,08-03-2015,18,1449,P0
CS2158,09-09-2014,18,1305,P0
CS2159,18-02-2015,19,1223,P0
CS2160,09-01-2015,11,614,P2
CS2161,17-02-2015,18,1182,P0
CS2162,15-01-2015,18,1263,P0
CS2163,04-09-2014,14,924,P2
CS2164,24-06-2014,17,1184,P0
CS2165,10-11-2014,14,914,P2
CS2166,24-09-2014,19,1351,P0
CS2167,19-01-2015,24,1739,P0
CS2168,29-01-2015,19,1370,P0
CS2169,27-01-2015,8,626,P2
CS2170,07-01-2015,19,1425,P0
CS2171,25-12-2014,16,1071,P0
CS2172,15-02-2015,20,1490,P0
CS2173,21-08-2014,18,1143,P0
CS2174,02-02-2015,23,1735,P0
CS2175,06-12-2014,23,1611,P0
CS2176,28-12-2014,21,1425,P0
CS2177,16-03-2015,19,1321,P0
CS2178,11-03-2015,26,1854,P0
CS2179,25-12-2014,30,1991,P0
CS2180,21-02-2015,23,1685,P0
CS2181,21-12-2014,15,1159,P0
CS2182,03-01-2015,26,1883,P0
CS2183,16-01-2015,13,855,P2
CS2184,02-03-2015,20,1259,P0
CS2185,09-10-2014,15,988,P2
CS2186,12-03-2015,20,1437,P0
CS2187,20-01-2015,24,1856,P0
CS2188,15-03-2015,19,1128,P0
CS2189,12-01-2015,21,1514,P0
CS2190,17-11-2014,23,1621,P0
CS2191,11-02-2015,22,1466,P0
CS2192,15-10-2014,14,1086,P2
CS2193,23-02-2015,16,1138,P0
CS2194,09-02-2015,24,1803,P0
CS2195,03-03-2015,24,1758,P0
CS2196,11-01-2015,14,1156,P2
CS2197,19-11-2014,21,1496,P0
CS2198,25-12-2014,24,1685,P0
CS2199,03-01-2015,28,1720,P0
CS2200,09-02-2015,19,1330,P0
CS2201,05-03-2015,18,1248,P0
CS2202,31-01-2015,26,1743,P0
CS2203,13-03-2015,16,1016,P0
CS2204,12-02-2015,18,1292,P0
CS2205,16-01-2015,28,1843,P0
CS2206,28-02-2015,18,1291,P0
CS2207,22-02-2015,26,1818,P0
CS2208,02-02-2015,28,1782,P0
CS2209,29-10-2014,15,949,P2
CS2210,10-12-2014,20,1415,P0
CS2211,07-10-2014,11,834,P2
CS2212,21-11-2014,17,1152,P0
CS2213,15-03-2015,24,1540,P0
CS2214,07-01-2015,21,1440,P0
CS2215,15-02-2015,25,1865,P0
CS2216,28-08-2014,22,1486,P0
CS2217,24-02-2015,17,1290,P0
CS2218,23-02-2015,17,1157,P0
CS2219,14-02-2015,17,1038,P0
CS2220,13-02-2015,27,1970,P0
CS2221,21-01-2015,18,1183,P0
CS2222,19-01-2015,14,949,P2
CS2223,13-03-2015,27,1868,P0
CS2224,21-12-2014,14,1073,P2
CS2225,19-12-2014,20,1411,P0
CS2226,09-03-2015,17,1270,P0
CS2227,17-02-2015,21,1288,P0
CS2228,06-03-2015,19,1315,P0
CS2229,23-02-2015,23,1810,P0
CS2230,18-01-2015,24,1600,P0
CS2231,19-01-2015,18,1389,P0
CS2232,01-09-2014,22,1243,P0
CS2233,01-03-2015,23,1847,P0
CS2234,21-12-2014,10,808,P2
CS2235,13-02-2015,17,1228,P0
CS2236,08-02-2015,25,1547,P0
CS2237,18-02-2015,26,1882,P0
CS2238,16-03-2015,15,1156,P0
CS2239,01-07-2014,19,1197,P0
CS2240,22-11-2014,13,973,P2
CS2241,14-03-2015,21,1540,P0
CS2242,03-12-2014,17,1236,P0
CS2243,23-02-2015,14,969,P2
CS2244,06-02-2015,21,1587,P0
CS2245,23-02-2015,20,1406,P0
CS2246,09-03-2015,23,1710,P0
CS2247,09-03-2015,17,1138,P0
CS2248,15-01-2015,16,1092,P0
CS2249,22-01-2015,23,1635,P0
CS2250,07-03-2015,18,1318,P0
CS2251,03-03-2015,25,1745,P0
CS2252,10-02-2015,31,2120,P0
CS2253,19-01-2015,17,1262,P0
CS2254,05-12-2014,21,1331,P0
CS2255,07-03-2015,17,1222,P0
CS2256,09-02-2015,19,1337,P0
CS2257,27-12-2014,23,1757,P0
CS2258,02-10-2014,18,1244,P0
CS2259,16-02-2015,17,1245,P0
CS2260,03-02-2015,18,1126,P0
CS2261,11-07-2014,18,1183,P0
CS2262,22-11-2014,18,1334,P0
CS2263,05-02-2015,27,2019,P0
CS2264,02-02-2015,21,1627,P0
CS2265,11-01-2015,15,910,P2
CS2266,23-02-2015,16,1043,P0
CS2267,11-01-2015,17,1267,P0
CS2268,07-01-2015,19,1470,P0
CS2269,10-03-2015,26,1623,P0
CS2270,02-11-2014,15,1121,P0
CS2271,09-03-2015,23,1619,P0
CS2272,03-02-2015,17,1144,P0
CS2273,05-01-2015,25,1935,P0
CS2274,22-02-2015,18,1124,P0
CS2275,14-02-2015,15,1063,P0
CS2276,08-10-2014,14,1071,P2
CS2277,06-07-2014,24,1682,P0
CS2278,19-08-2014,14,826,P2
CS2279,06-02-2015,22,1546,P0
CS2280,25-12-2014,24,1569,P0
CS2281,17-02-2014,19,1498,P0
CS2282,09-01-2015,21,1452,P0
CS2283,01-03-2015,22,1552,P0
CS2284,01-12-2014,29,2179,P0
CS2285,09-03-2015,29,2022,P0
CS2286,26-02-2014,15,1088,P0
CS2287,03-02-2015,17,1170,P0
CS2288,09-02-2015,19,1254,P0
CS2289,08-10-2014,20,1311,P0
CS2290,13-03-2015,26,1823,P0
CS2291,13-03-2015,20,1424,P0
CS2292,05-11-2014,23,1582,P0
CS2293,30-01-2015,22,1513,P0
CS2294,04-03-2015,22,1615,P0
CS2295,31-10-2014,21,1450,P0
CS2296,13-02-2015,25,1876,P0
CS2297,02-01-2015,19,1447,P0
CS2298,05-02-2015,21,1568,P0
CS2299,04-01-2015,29,1982,P0
CS2300,23-12-2014,23,1648,P0
CS2301,30-11-2014,14,968,P2
CS2302,24-12-2014,23,1585,P0
CS2303,20-01-2015,24,1673,P0
CS2304,06-03-2015,16,1214,P0
CS2305,24-02-2015,24,1717,P0
CS2306,21-01-2015,21,1454,P0
CS2307,23-12-2013,16,1207,P0
CS2308,30-12-2014,22,1542,P0
CS2309,29-01-2015,22,1472,P0
CS2310,16-02-2015,28,2035,P0
CS2311,03-01-2015,18,1321,P0
CS2312,27-11-2014,26,1769,P0
CS2313,06-03-2015,22,1507,P0
CS2314,21-01-2015,16,982,P2
CS2315,18-09-2014,16,1022,P0
CS2316,13-03-2015,33,2330,P0
CS2317,04-03-2015,21,1403,P0
CS2318,22-11-2014,17,1305,P0
CS2319,29-11-2014,18,1253,P0
CS2320,24-01-2015,19,1379,P0
CS2321,25-08-2014,20,1560,P0
CS2322,10-02-2015,18,1360,P0
CS2323,12-02-2015,22,1661,P0
CS2324,15-02-2015,13,898,P2
CS2325,11-01-2015,18,1222,P0
CS2326,21-02-2015,11,681,P2
CS2327,24-02-2015,26,1841,P0
CS2328,20-02-2015,27,1868,P0
CS2329,02-12-2014,21,1531,P0
CS2330,17-10-2014,19,1458,P0
CS2331,07-03-2015,26,1831,P0
CS2332,02-06-2014,16,909,P2
CS2333,02-03-2015,24,1822,P0
CS2334,30-12-2014,17,1202,P0
CS2335,26-07-2014,18,1112,P0
CS2336,22-02-2015,22,1678,P0
CS2337,11-03-2015,21,1454,P0
CS2338,16-03-2015,27,2073,P0
CS2339,07-01-2015,13,862,P2
CS2340,24-01-2015,21,1487,P0
CS2341,18-02-2015,24,1668,P0
CS2342,14-01-2015,17,1165,P0
CS2343,06-12-2014,18,1330,P0
CS2344,17-01-2015,23,1660,P0
CS2345,08-03-2015,29,2051,P0
CS2346,04-02-2015,28,1817,P0
CS2347,12-03-2015,18,1267,P0
CS2348,25-10-2014,25,1598,P0
CS2349,19-02-2015,20,1421,P0
CS2350,26-02-2015,23,1584,P0
CS2351,11-01-2015,23,1679,P0
CS2352,06-10-2014,20,1539,P0
CS2353,24-11-2014,16,1114,P0
CS2354,04-03-2015,23,1682,P0
CS2355,07-11-2014,20,1458,P0
CS2356,31-08-2014,20,1335,P0
CS2357,15-03-2015,24,1753,P0
CS2358,21-07-2014,15,1105,P0
CS2359,12-02-2015,24,1770,P0
CS2360,06-02-2015,13,881,P2
CS2361,16-12-2014,30,2193,P0
CS2362,10-01-2015,21,1505,P0
CS2363,26-02-2015,24,1550,P0
CS2364,22-02-2015,25,1866,P0
CS2365,29-12-2014,15,994,P2
CS2366,28-02-2015,18,1156,P0
CS2367,25-12-2014,19,1208,P0
CS2368,09-03-2015,27,1859,P0
CS2369,28-01-2015,24,1736,P0
CS2370,06-03-2015,21,1420,P0
CS2371,23-01-2015,22,1455,P0
CS2372,24-02-2015,22,1569,P0
CS2373,13-10-2014,26,1728,P0
CS2374,26-10-2014,20,1340,P0
CS2375,12-02-2015,21,1627,P0
CS2376,21-08-2014,10,656,P2
CS2377,12-01-2015,24,1763,P0
CS2378,10-02-2015,25,1680,P0
CS2379,28-01-2015,16,1225,P0
CS2380,01-12-2014,9,717,P2
CS2381,28-01-2015,19,1292,P0
CS2382,13-11-2014,17,1247,P0
CS2383,12-02-2015,20,1227,P0
CS2384,31-01-2015,21,1323,P0
CS2385,09-01-2015,18,1299,P0
CS2386,29-11-2014,21,1552,P0
CS2387,09-10-2014,24,1758,P0
CS2388,13-02-2015,21,1445,P0
CS2389,26-01-2015,20,1613,P0
CS2390,24-08-2014,10,736,P2
CS2391,16-02-2015,25,1768,P0
CS2392,16-10-2014,18,1288,P0
CS2393,28-02-2015,20,1283,P0
CS2394,20-01-2015,18,1378,P0
CS2395,07-10-2014,22,1498,P0
CS2396,01-02-2015,11,796,P2
CS2397,06-01-2015,23,1513,P0
CS2398,03-01-2015,18,1338,P0
CS2399,27-01-2015,25,1777,P0
CS2400,27-01-2015,16,1082,P0
CS2401,22-02-2015,15,1010,P0
CS2402,23-12-2014,13,1063,P2
CS2403,21-12-2014,24,1640,P0
CS2404,14-12-2014,23,1641,P0
CS2405,07-01-2015,12,834,P2
CS2406,17-10-2014,15,1052,P0
CS2407,16-02-2015,25,1732,P0
CS2408,06-03-2015,11,687,P2
CS2409,18-08-2014,15,989,P2
CS2410,03-11-2014,13,847,P2
CS2411,13-10-2014,21,1527,P0
CS2412,16-02-2015,16,1084,P0
CS2413,31-01-2015,15,1074,P0
CS2414,09-01-2015,19,1492,P0
CS2415,03-02-2015,25,1821,P0
CS2416,11-03-2015,20,1353,P0
CS2417,14-01-2015,18,1235,P0
CS2418,01-02-2015,15,951,P2
CS2419,13-01-2015,22,1676,P0
CS2420,26-11-2014,22,1470,P0
CS2421,30-11-2014,28,2054,P0
CS2422,11-01-2015,20,1435,P0
CS2423,11-03-2015,20,1333,P0
CS2424,14-02-2015,20,1536,P0
CS2425,06-03-2015,23,1647,P0
CS2426,10-03-2015,18,1288,P0
CS2427,15-03-2015,15,1122,P0
CS2428,19-08-2014,20,1446,P0
CS2429,31-10-2014,25,1816,P0
CS2430,01-02-2015,27,1756,P0
CS2431,08-11-2014,14,981,P2
CS2432,13-02-2015,19,1493,P0
CS2433,06-01-2015,30,1928,P0
CS2434,05-02-2015,26,1746,P0
CS2435,16-09-2014,16,1056,P0
CS2436,24-02-2015,22,1607,P0
CS2437,18-01-2015,21,1611,P0
CS2438,13-02-2015,22,1423,P0
CS2439,13-02-2015,23,1618,P0
CS2440,16-10-2014,11,809,P2
CS2441,18-02-2015,23,1513,P0
CS2442,12-02-2015,28,1869,P0
CS2443,06-03-2015,19,1246,P0
CS2444,03-03-2015,15,938,P2
CS2445,13-03-2015,19,1135,P0
CS2446,13-08-2014,10,701,P2
CS2447,13-08-2014,17,1329,P0
CS2448,19-02-2015,21,1373,P0
CS2449,31-01-2015,16,1166,P0
CS2450,07-03-2015,16,1238,P0
CS2451,24-02-2015,16,1169,P0
CS2452,06-12-2014,20,1291,P0
CS2453,22-11-2014,19,1374,P0
CS2454,03-02-2015,23,1643,P0
CS2455,13-02-2015,24,1520,P0
CS2456,03-03-2015,17,1219,P0
CS2457,17-11-2014,24,1572,P0
CS2458,26-01-2015,16,1038,P0
CS2459,03-12-2014,27,1968,P0
CS2460,18-10-2014,23,1527,P0
CS2461,04-01-2015,22,1355,P0
CS2462,27-11-2014,20,1431,P0
CS2463,03-03-2015,17,1131,P0
CS2464,17-01-2015,18,1243,P0
CS2465,22-02-2015,20,1456,P0
CS2466,23-02-2015,16,1030,P0
CS2467,04-02-2015,13,814,P2
CS2468,27-02-2015,25,1892,P0
CS2469,14-02-2015,20,1322,P0
CS2470,29-12-2014,15,1216,P0
CS2471,05-11-2014,18,1218,P0
CS2472,23-01-2015,19,1231,P0
CS2473,28-02-2015,19,1429,P0
CS2474,20-11-2014,17,1070,P0
CS2475,08-03-2015,16,989,P2
CS2476,22-01-2015,22,1676,P0
CS2477,10-03-2015,15,969,P2
CS2478,25-10-2014,17,1164,P0
CS2479,06-02-2015,10,747,P2
CS2480,07-12-2014,19,1296,P0
CS2481,26-11-2014,15,906,P2
CS2482,29-11-2014,31,2098,P0
CS2483,30-11-2014,15,1136,P0
CS2484,29-11-2014,17,1142,P0
CS2485,13-02-2015,21,1517,P0
CS2486,29-12-2014,20,1418,P0
CS2487,16-03-2015,25,1727,P0
CS2488,19-12-2014,19,1318,P0
CS2489,11-09-2014,19,1228,P0
CS2490,30-01-2015,22,1561,P0
CS2491,30-01-2015,19,1282,P0
CS2492,12-12-2014,17,1211,P0
CS2493,15-03-2015,28,1817,P0
CS2494,15-03-2015,21,1678,P0
CS2495,11-02-2015,17,1067,P0
CS2496,13-02-2015,23,1573,P0
CS2497,25-05-2014,17,1069,P0
CS2498,15-02-2015,14,896,P2
CS2499,02-03-2015,21,1515,P0
CS2500,29-09-2014,17,1103,P0
CS2501,17-02-2015,23,1600,P0
CS2502,08-12-2014,24,1871,P0
CS2503,29-09-2014,15,1001,P0
CS2504,22-01-2015,11,927,P2
CS2505,18-11-2014,16,1106,P0
CS2506,20-01-2015,20,1505,P0
CS2507,16-08-2014,23,1721,P0
CS2508,01-02-2015,29,2049,P0
CS2509,25-03-2014,13,981,P2
CS2510,31-12-2014,20,1300,P0
CS2511,30-01-2015,18,1291,P0
CS2512,22-01-2015,25,1877,P0
CS2513,13-11-2014,22,1619,P0
CS2514,06-03-2015,21,1405,P0
CS2515,16-02-2015,22,1517,P0
